Latitude,Longitude,DateTime,Fgps,N,E,C,H,D,I,TotalPoints,MinDist,AvDist
56.7000781,20.4292442,2014-10-23 22:00:00,50715.58013791068,16203.768993837135,1569.9628547069674,48031.689078711795,16279.647200440106,5.5340425424179,71.27665302097103,20,103.1391534278322,736.5725687810944
56.6003158,20.0666646,2014-10-23 22:30:00,50688.1934003996,16236.418101703654,1555.7029803240846,47992.20213388832,16310.77817077773,5.473124330698009,71.22899853053863,20,127.19946167802847,740.9978896028733
56.5117252,19.679464000000003,2014-10-23 23:00:00,50609.38032831468,16126.750439841684,1176.8418850359194,47956.77575322069,16169.63316130916,4.17373377631266,71.36738658160255,10,556.1627302163898,924.9225570099419
56.4099451,19.3526883,2014-10-23 23:30:00,50034.628525850545,16555.868194020528,618.8567346901101,47212.120227797495,16567.430558654887,2.140713965945327,70.66327422287574,6,537.2053370774969,853.195731642293
56.3445917,19.0286551,2014-10-24 00:00:00,50085.91329029693,16402.446867061015,490.6150792789562,47321.43006863134,16409.782642764516,1.7132684526925746,70.87484758972603,7,518.1488587673016,894.1144050595241
56.2833786,18.7295718,2014-10-24 00:30:00,50036.89915608363,16563.712714696114,744.6136503277594,47209.959211726105,16580.44113958492,2.573970919371037,70.64839724414246,5,500.65673829324277,755.80963906491
56.17305940000001,18.5656228,2014-10-24 01:00:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.0903505,18.297436800000003,2014-10-24 01:30:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.149062,18.1766368,2014-10-24 02:00:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.1535193,18.1747807,2014-10-24 02:30:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.1582147,18.1718847,2014-10-24 03:00:00,0.0,0.0,0.0,0.0,0.0,,,0,,
56.1668564,18.151653200000002,2014-10-24 03:30:00,51354.51385749403,15938.183514034896,2347.6364624641215,48762.16774152479,16110.154893325662,8.379207566965666,71.71736160915319,13,473.2696379644066,846.9407655873614
56.1700446,17.8690325,2014-10-24 04:00:00,51340.8258415986,15954.706671711574,2340.0649536425753,48742.71052300779,16125.401358342187,8.344036805071472,71.69439383186054,13,490.13396292276246,860.1223066627354
56.1424809,17.616266600000003,2014-10-24 04:30:00,51323.67456136303,15977.751389268738,2331.2250291445453,48717.516571423395,16146.923843066488,8.30113476257864,71.66274901432577,13,506.0643742219736,872.5640388166256
56.04917760000001,17.396445999999997,2014-10-24 05:00:00,50988.56921439075,16126.01595822906,1805.2473930652218,48337.63421698966,16226.746711378319,6.38745513121615,71.44330789852224,20,521.9018565913257,919.9201505611966
55.94204920000001,17.1751508,2014-10-24 05:30:00,50724.51683674173,16367.760529780873,1614.637643582194,47984.01784803529,16447.207649942447,5.633854105922534,71.08011636734552,27,388.12778428026337,899.4393671148717
55.849968200000006,16.957016199999998,2014-10-24 06:00:00,50700.26405179058,16398.95496090044,1595.682447221357,47948.35605773442,16476.405138318598,5.5576075694046745,71.03583586623695,27,380.5216863431416,900.5304209910291
55.8961516,16.7337675,2014-10-24 06:30:00,50674.595815847635,16405.475084634498,1555.074534174761,47920.317106005474,16479.013003192944,5.414886213348118,71.02274471166454,27,365.79559714341167,899.7803238740096
56.044055099999994,16.3299086,2014-10-24 07:00:00,50658.166250010545,16267.361090383152,1409.8011502449601,47954.51210976464,16328.336600160586,4.9531287915000295,71.19647845879906,29,335.91484266984554,920.717724147705
56.091832499999995,15.9263421,2014-10-24 07:30:00,50512.92923232316,16315.144541036765,1218.384887974504,47790.036791150524,16360.574657699723,4.270815658805578,71.10172998870351,27,311.2023499310414,894.6923398643332
56.0931017,15.580301500000001,2014-10-24 08:00:00,50418.58921635212,16356.736439947837,1079.8946161061451,47679.39952662413,16392.345754888545,3.7772657144718935,71.02684942795165,27,292.259293404197,892.9441896307295
56.083053299999996,15.2517587,2014-10-24 08:30:00,50331.97339031848,16399.328848459292,957.715855040292,47575.753688457975,16427.27020350322,3.342260059605619,70.9508926190284,27,275.215944422131,891.6756385033294
